Date,ACB.VN,BCM.VN,BID.VN,CTG.VN,DGC.VN,FPT.VN,GAS.VN,GVR.VN,HDB.VN,HPG.VN,LPB.VN,MBB.VN,MSN.VN,MWG.VN,PLX.VN,SAB.VN,SHB.VN,SSB.VN,SSI.VN,STB.VN,TCB.VN,TPB.VN,VCB.VN,VHM.VN,VIB.VN,VIC.VN,VJC.VN,VNM.VN,VPB.VN,VRE.VN,^VNINDEX
2023-08-18,15102.8349609375,66076.8984375,32058.76171875,18774.05859375,63649.859375,61335.68359375,66282.546875,19048.63671875,9769.12109375,20075.7578125,12230.919921875,11392.533203125,79000.0,49097.66015625,34175.75390625,63159.484375,8687.0869140625,24164.732421875,22176.076171875,31300.0,14875.07421875,12889.33984375,59432.41015625,56800.0,12075.3173828125,33450.0,97900.0,62726.234375,18150.244140625,29100.0,1177.99
2023-08-21,15171.796875,67437.3046875,33074.1953125,19569.05078125,63198.4453125,61622.62890625,67301.2421875,18520.83984375,9769.12109375,19848.484375,13001.6357421875,11424.00390625,78400.0,47924.01171875,34313.00390625,62789.40234375,8795.6748046875,23416.4609375,22607.05859375,31800.0,14989.4970703125,13174.1875,59631.625,56000.0,12260.6162109375,32900.0,96000.0,62383.93359375,18326.458984375,29500.0,1179.76
2023-08-22,15206.279296875,66562.75,33219.26171875,19293.861328125,64101.27734375,62053.05078125,68116.1796875,18280.93359375,9889.7275390625,19810.60546875,12241.9775390625,11455.474609375,77700.0,48902.05078125,34496.0078125,61679.18359375,8759.4794921875,24824.970703125,24056.734375,32150.0,15149.6904296875,13209.7939453125,58701.953125,55500.0,12260.6162109375,32250.0,97300.0,62212.77734375,18150.244140625,29300.0,1180.49
2023-08-23,15068.3525390625,65785.3828125,33146.73046875,19140.978515625,65365.25,62053.05078125,69202.78125,18424.87890625,9708.8173828125,19431.818359375,12241.9775390625,11329.58984375,77500.0,48608.640625,34221.5,61720.296875,8687.0869140625,24824.970703125,23821.65234375,30900.0,15195.4599609375,13174.1875,57307.453125,54500.0,12198.849609375,32500.0,96500.0,62897.375,17841.86328125,28750.0,1172.56
2023-08-24,15206.279296875,65105.171875,33219.26171875,19416.16796875,67802.8984375,65566.3125,69542.359375,19000.654296875,9769.12109375,19924.2421875,12481.2353515625,11486.9462890625,80000.0,49195.46484375,34587.5078125,63118.36328125,8759.4794921875,25045.05078125,25075.421875,31550.0,15470.0771484375,13387.822265625,57772.28515625,55400.0,12198.849609375,32100.0,97500.0,63924.28125,18062.134765625,29050.0,1189.39
2023-08-25,15137.3154296875,64619.31640625,32784.0703125,19049.248046875,72046.21875,66003.4296875,68863.21875,18856.7109375,9799.2724609375,19659.091796875,12521.111328125,11392.533203125,79700.0,49391.0703125,34358.7578125,64228.5859375,8650.890625,24824.970703125,25232.14453125,31100.0,15401.421875,13423.4287109375,57241.046875,54100.0,12106.19921875,31750.0,97000.0,64095.4296875,17797.8125,28700.0,1183.37
2023-08-28,15206.279296875,67437.3046875,32929.1328125,19049.248046875,75657.5625,68480.375,70085.6484375,19384.5078125,9829.4248046875,20340.908203125,12600.86328125,11455.474609375,80700.0,50564.72265625,34907.765625,64269.71484375,8759.4794921875,24913.001953125,25428.044921875,31650.0,15561.6162109375,13530.2470703125,57772.28515625,54700.0,12229.7333984375,32350.0,98000.0,66662.671875,17885.91796875,29750.0,1201.72
2023-08-29,15206.279296875,69283.5703125,33219.26171875,19110.40234375,74935.296875,68188.9765625,70965.5,19816.341796875,9769.12109375,20454.544921875,12640.7392578125,11486.9462890625,80000.0,51738.37109375,34816.265625,65009.859375,8868.0673828125,24957.017578125,25349.685546875,31750.0,15515.845703125,13530.2470703125,58701.953125,54600.0,12229.7333984375,31700.0,97500.0,66234.7890625,18370.513671875,29250.0,1204.43
2023-08-30,15482.1298828125,69769.4296875,33509.38671875,19630.205078125,75567.2734375,70374.515625,70539.2890625,19864.3203125,9859.576171875,20606.060546875,12680.6162109375,11581.3583984375,79600.0,52618.609375,35136.515625,65708.8828125,8868.0673828125,24736.939453125,26250.83203125,32500.0,15561.6162109375,13921.9111328125,59166.7890625,54600.0,12353.2666015625,31000.0,96900.0,66577.09375,18326.458984375,29700.0,1213.16
2023-08-31,15585.57421875,70158.1171875,34053.37109375,19844.240234375,78998.0546875,70447.3671875,70042.03125,20967.896484375,10161.0927734375,20909.091796875,12800.244140625,11644.30078125,81500.0,52618.609375,35273.7734375,64968.73046875,9012.8525390625,24736.939453125,26172.47265625,32650.0,15790.462890625,13957.517578125,59166.7890625,54700.0,12569.447265625,31050.0,98000.0,66577.09375,18458.62109375,30300.0,1224.05
2023-09-05,15689.017578125,69283.5703125,34452.2890625,19966.546875,82157.9765625,70520.2109375,70752.3984375,21111.83984375,10311.8505859375,21060.60546875,12840.1201171875,12053.42578125,81500.0,53107.62890625,35822.7734375,65297.68359375,9157.6376953125,24208.748046875,26133.291015625,32700.0,16019.3095703125,13993.123046875,59830.8359375,55300.0,12723.8642578125,31150.0,100500.0,68545.3125,18502.673828125,30150.0,1234.98
2023-09-06,15826.9443359375,69186.3984375,34307.23046875,19966.546875,81977.40625,72122.9453125,72102.0859375,21111.83984375,10372.154296875,21969.697265625,12879.99609375,12116.3671875,82700.0,53792.25390625,35960.03125,65379.93359375,9157.6376953125,24472.84375,26642.63671875,33050.0,16110.849609375,14064.3359375,59897.2421875,55900.0,12754.7470703125,30800.0,101700.0,68459.7421875,19207.537109375,30300.0,1245.5
2023-09-07,15792.4599609375,68992.0546875,34343.4921875,19966.546875,80352.3046875,71321.59375,73096.59375,21495.689453125,10432.45703125,21704.544921875,12879.99609375,12147.8388671875,82000.0,53792.25390625,36005.77734375,65996.71875,9230.029296875,24164.732421875,26368.373046875,33000.0,16362.58203125,13993.123046875,59432.41015625,55100.0,12785.6298828125,30400.0,101000.0,68031.8671875,19163.484375,30300.0,1243.14
2023-09-08,15689.017578125,70546.796875,34089.6328125,19752.51171875,83421.9453125,71103.03125,72599.34375,21783.580078125,10462.6083984375,21780.302734375,12840.1201171875,12021.9541015625,81800.0,54281.27734375,36051.53125,66037.8359375,9193.8330078125,24208.748046875,26446.734375,32500.0,16179.50390625,13815.09375,59432.41015625,54000.0,12723.8642578125,29550.0,101400.0,68459.7421875,19207.537109375,29600.0,1241.48
2023-09-11,15413.166015625,68992.0546875,33726.9765625,19507.896484375,82067.6875,70957.328125,72031.046875,20871.93359375,10311.8505859375,21212.12109375,12919.873046875,11801.65625,79600.0,53303.23828125,36463.28515625,68875.0859375,8904.263671875,23768.58984375,26250.83203125,31600.0,15813.34765625,13494.640625,58768.359375,52500.0,12476.7978515625,29550.0,99000.0,68031.8671875,19295.646484375,28700.0,1223.63
