Date,ACB.VN,BCM.VN,BID.VN,CTG.VN,DGC.VN,FPT.VN,GAS.VN,GVR.VN,HDB.VN,HPG.VN,LPB.VN,MBB.VN,MSN.VN,MWG.VN,PLX.VN,SAB.VN,SHB.VN,SSB.VN,SSI.VN,STB.VN,TCB.VN,TPB.VN,VCB.VN,VHM.VN,VIB.VN,VIC.VN,VJC.VN,VNM.VN,VPB.VN,VRE.VN
2020-01-16,7055.87744140625,,31141.322265625,11797.650390625,,22798.185546875,63362.31640625,,5827.24267578125,9100.9814453125,,6463.291015625,,,,95931.6875,2722.65771484375,,9676.87109375,,10664.2841796875,6792.8857421875,39438.71484375,,,51111.1171875,,,,
2020-01-17,7026.35498046875,,30852.9765625,11821.33984375,,22640.95703125,63294.3984375,,5806.90283203125,8993.064453125,,6463.291015625,,,,96425.1171875,2650.053466796875,,9752.8671875,,10710.052734375,6684.3232421875,41641.9921875,,,51066.671875,,,,
2020-01-20,7173.9677734375,,30737.638671875,11892.4111328125,,22562.34375,63430.22265625,,5745.884765625,9172.92578125,,6463.291015625,,,,97041.9140625,2613.75146484375,,9752.8671875,,10687.16796875,6668.814453125,41421.66796875,,,51066.671875,,,,
2020-01-21,7233.01220703125,,31141.322265625,11987.169921875,,21815.5078125,64448.9140625,,5888.2607421875,9298.8291015625,,6624.873046875,,,,95808.328125,2686.35546875,,9752.8671875,,11007.5546875,6668.814453125,41421.66796875,,,51066.671875,,,,
2020-01-22,7233.01220703125,,32006.359375,12129.310546875,,22208.578125,64448.9140625,,5898.4306640625,9460.7041015625,,6580.80517578125,,,,95602.7265625,2795.26220703125,,9778.19921875,,11076.208984375,6668.814453125,41157.2734375,,,51066.671875,,,,
2020-01-30,6967.31005859375,,30391.625,11537.0595703125,,21501.044921875,62479.453125,,5684.86669921875,9100.9814453125,,6242.951171875,,,,89640.40625,2722.65771484375,,9372.884765625,,10481.2060546875,6637.796875,39174.3203125,,,51066.671875,,,,
2020-01-31,6790.17529296875,,29699.595703125,11560.7490234375,,20439.751953125,58744.26953125,,5491.642578125,8669.314453125,,6110.74755859375,,,,87173.25,2722.65771484375,,8967.5712890625,,9886.203125,6482.70849609375,39086.19140625,,,51022.2265625,,,,
2020-02-03,6672.08544921875,,30852.9765625,11916.099609375,,20243.216796875,56503.15625,,5491.642578125,8831.189453125,,5978.5439453125,,,,85898.5390625,2867.8662109375,,8638.25390625,,9817.548828125,6436.181640625,39086.19140625,,,51022.2265625,,,,
2020-02-04,6849.22021484375,,31372.0,12745.2529296875,,20361.140625,55688.2109375,,5603.5087890625,8849.17578125,,6213.57275390625,,,,83472.484375,2984.468505859375,,8612.9208984375,,9954.857421875,6513.72607421875,39570.91015625,,,51022.2265625,,,,
2020-02-05,6790.17529296875,,30852.9765625,12579.421875,,20439.751953125,55416.55859375,,5776.39404296875,8795.216796875,,6213.57275390625,,,,79771.7421875,3247.803955078125,,8587.5888671875,,9954.857421875,6544.7431640625,39174.3203125,,,50888.89453125,,,,
2020-02-06,7085.400390625,,30679.970703125,13147.9833984375,,21068.66796875,58336.796875,,6081.4853515625,9065.0087890625,,6404.53369140625,,,,78126.9609375,3335.58251953125,,8967.5712890625,,10229.4736328125,6637.796875,39394.6484375,,,50844.44921875,,,,
2020-02-07,7026.35498046875,,29814.93359375,12745.2529296875,,20950.748046875,58404.703125,,6091.65478515625,8759.2451171875,,6287.01953125,,,,80182.921875,3116.13623046875,,8967.5712890625,,10137.9345703125,6451.68994140625,39659.04296875,,,50844.44921875,,,,
2020-02-10,6967.31005859375,,28315.53515625,12603.111328125,,20675.595703125,58948.0078125,,6000.1279296875,8759.2451171875,,6169.5048828125,,,,80182.921875,2984.468505859375,,8891.57421875,,10000.6259765625,6482.70849609375,39174.3203125,,,50533.3359375,,,,
2020-02-11,6996.83251953125,,29295.91015625,13147.9833984375,,21068.66796875,58133.05859375,,5898.4306640625,8489.453125,,6228.26220703125,,,,79771.7421875,3160.025634765625,,8840.91015625,,10137.9345703125,6513.72607421875,39306.515625,,,50400.00390625,,,,
2020-02-12,7557.759765625,,29295.91015625,12887.392578125,,21265.205078125,58404.703125,,5939.10986328125,8561.3974609375,,6360.46533203125,,,,78538.1640625,3203.914794921875,,9018.2353515625,,10366.7822265625,6529.23486328125,39394.6484375,,,49777.78125,,,,
2020-02-13,7528.2373046875,,29065.234375,12911.0830078125,,21343.822265625,59423.390625,,5939.10986328125,8525.4248046875,,6287.01953125,,,,78538.1640625,3160.025634765625,,8916.90625,,10343.8974609375,6529.23486328125,39350.58203125,,,49955.55859375,,,,
2020-02-14,7793.939453125,,28834.55859375,12697.8720703125,,21422.43359375,60102.51953125,,5817.07275390625,8525.4248046875,,6389.84423828125,,,,78044.71875,3203.914794921875,,9018.2353515625,,10664.2841796875,6761.86767578125,39350.58203125,,,48888.89453125,,,,
2020-02-17,7793.939453125,,29699.595703125,12579.421875,,21304.51171875,59287.5703125,,5847.58203125,8543.4111328125,,6448.6015625,,,,76482.1796875,3247.803955078125,,8942.2392578125,,10893.130859375,6761.86767578125,39394.6484375,,,48000.00390625,,,,
2020-02-18,7852.9853515625,,29987.939453125,12650.4921875,,22012.04296875,58404.703125,,5827.24267578125,8381.5361328125,,6389.84423828125,,,,73192.625,3203.914794921875,,8891.57421875,,10847.361328125,6761.86767578125,39394.6484375,,,46444.44921875,,,,
2020-02-19,7764.41748046875,,29584.2578125,12792.6318359375,,21894.119140625,57929.31640625,,5796.7333984375,8363.5498046875,,6345.7763671875,,,,73192.625,3072.246826171875,,8916.90625,,10824.4765625,6606.77880859375,39438.71484375,,,46666.671875,,,,
